description,timestamp,cleaned_description
"Twenty years ago Real Madrid was defined by its “galácticos”. ⁠
⁠
Under the leadership of Florentino Pérez, the football club’s training ground was sold to the city—and proceeds were spent on buying a jewel-encrusted superstar every summer.⁠
⁠
Fans were seduced—but this era was not a trouble-free one. The club chewed up and spit out its coaches; the squad was unbalanced; and results slumped. ⁠
⁠
After years of monumental expenditure, Real Madrid has revised its recruitment strategy. Click the link in our bio to read why it is now in the perfect place for long-term success.⁠
⁠
Photo: Getty Images",2024-06-01 14:00:27,"Twenty years ago Real Madrid was defined by its galcticos 

Under the leadership of Florentino Prez the football clubs training ground was sold to the cityand proceeds were spent on buying a jewelencrusted superstar every summer

Fans were seducedbut this era was not a troublefree one The club chewed up and spit out its coaches the squad was unbalanced and results slumped 

After years of monumental expenditure Real Madrid has revised its recruitment strategy Click the link in our bio to read why it is now in the perfect place for longterm success

Photo Getty Images"
"Forbidden from leaving their country legally, thousands of Ukrainian men of military age (currently 18-60) are gambling their lives by swimming across it. ⁠
⁠
At least 33 have drowned since the start of the war, the youngest just 20. The death toll is probably much higher, Ukraine’s border service says, with bodies still stuck in the reeds under the water and unlikely ever to be recovered. ⁠
⁠
After the tenth corpse was discovered, officials began posting graphic photos and videos in an attempt to deter others. But the growing fear of conscription and the promise of a better life in Europe mean the men keep coming.⁠
⁠
To learn what risks they face, and how a market has formed around trafficking draft-dodgers, tap the link in our bio.⁠
⁠
Photo: The Economist/OC",2024-06-01 09:00:13,"Forbidden from leaving their country legally thousands of Ukrainian men of military age currently 1860 are gambling their lives by swimming across it 

At least 33 have drowned since the start of the war the youngest just 20 The death toll is probably much higher Ukraines border service says with bodies still stuck in the reeds under the water and unlikely ever to be recovered 

After the tenth corpse was discovered officials began posting graphic photos and videos in an attempt to deter others But the growing fear of conscription and the promise of a better life in Europe mean the men keep coming

To learn what risks they face and how a market has formed around trafficking draftdodgers tap the link in our bio

Photo The EconomistOC"
"At a time of deep geopolitical rivalry, with the air and seas in Asia abuzz with military forces, America wants military-to-military (“mil-mil”) communications with China, akin to those of the cold war with the Soviet Union.⁠
⁠
China, though, regards such contacts not as prudence but as a favour.⁠
⁠
Both of the countries’ defence ministers are to meet at the Shangri-La Dialogue, an annual talkfest in Singapore, this week.⁠
⁠
To find out why it will be a relief for Asia’s defence bigwigs if they can talk it out, tap the link in our bio.⁠
⁠
Illustration: @lantru",2024-06-01 04:00:25,"At a time of deep geopolitical rivalry with the air and seas in Asia abuzz with military forces America wants militarytomilitary milmil communications with China akin to those of the cold war with the Soviet Union

China though regards such contacts not as prudence but as a favour

Both of the countries defence ministers are to meet at the ShangriLa Dialogue an annual talkfest in Singapore this week

To find out why it will be a relief for Asias defence bigwigs if they can talk it out tap the link in our bio

Illustration lantru"
"Mexicans elected Andrés Manuel López Obrador president for sound reasons; his diagnosis that inequality, insecurity and a corrupt political class were damaging Mexico was convincing. ⁠
⁠
But apart from poverty-reducing minimum-wage increases, Mr López Obrador’s “Fourth Transformation” has taken Mexico backwards. ⁠
⁠
Mexicans will soon decide who inherits Mr López Obrador’s mess when they elect a new president. The winner will have much work to do on drug-trafficking, security, migration and trade.⁠
⁠
They are likely to choose the current president's protégée, Claudia Sheinbaum, who belongs to the ruling party. How the next president governs will matter not just for citizens suffering from violence and inequality, but also for the rest of the world. ⁠
⁠
Tap the link in our bio to learn how Mexico has become a crucial actor in the shifting global order—and why the next leader may have great influence in the West.⁠
⁠
Illustration: @guajirobampo⁠",2024-06-01 01:00:28,"Mexicans elected Andrs Manuel Lpez Obrador president for sound reasons his diagnosis that inequality insecurity and a corrupt political class were damaging Mexico was convincing 

But apart from povertyreducing minimumwage increases Mr Lpez Obradors Fourth Transformation has taken Mexico backwards 

Mexicans will soon decide who inherits Mr Lpez Obradors mess when they elect a new president The winner will have much work to do on drugtrafficking security migration and trade

They are likely to choose the current presidents protge Claudia Sheinbaum who belongs to the ruling party How the next president governs will matter not just for citizens suffering from violence and inequality but also for the rest of the world 

Tap the link in our bio to learn how Mexico has become a crucial actor in the shifting global orderand why the next leader may have great influence in the West

Illustration guajirobampo"
"An entire generation of tenants is tearing its hair out. Across the rich world—from America to New Zealand—millions spend more than a third of their disposable income on rent. ⁠
⁠
The squeeze extends from social democracies that prize strong tenancy rights to Anglophone countries that prefer homeownership—and it is mostly getting worse. ⁠
⁠
The good news for anxious renters is that they are gaining a louder voice as their numbers swell. The bad news is that campaigners and politicians mostly focus on the wrong kinds of solutions to their woes.⁠
⁠
One city provides a good model for helping renters, however. Tap the link in our bio to find out which it is, and what lessons it holds for rental markets around the world.⁠
⁠
Illustration: Rob en Robin",2024-05-31 22:00:57,"An entire generation of tenants is tearing its hair out Across the rich worldfrom America to New Zealandmillions spend more than a third of their disposable income on rent 

The squeeze extends from social democracies that prize strong tenancy rights to Anglophone countries that prefer homeownershipand it is mostly getting worse 

The good news for anxious renters is that they are gaining a louder voice as their numbers swell The bad news is that campaigners and politicians mostly focus on the wrong kinds of solutions to their woes

One city provides a good model for helping renters however Tap the link in our bio to find out which it is and what lessons it holds for rental markets around the world

Illustration Rob en Robin"
"America’s most dynamic new political movement might help Joe Biden in November.⁠
⁠
Two years ago, America’s Supreme Court overturned Roe v Wade, throwing the question of allowing or disallowing abortion back to individual states.⁠
⁠
A third of American women aged 15-49 now live in states where abortion is either illegal or impossibly restricted. ⁠
⁠
Yet gloomy as this reversal seems, it has also given rise to America’s most dynamic new political movement: a revolt of millions of Americans who think government has little business inserting itself into private decisions. ⁠
⁠
For many women that movement will restore or fortify the freedom to choose. Tap the link in our bio to see how it could also sway the presidential election.⁠
⁠
Illustration: @diego.mallo",2024-05-31 20:01:17,"Americas most dynamic new political movement might help Joe Biden in November

Two years ago Americas Supreme Court overturned Roe v Wade throwing the question of allowing or disallowing abortion back to individual states

A third of American women aged 1549 now live in states where abortion is either illegal or impossibly restricted 

Yet gloomy as this reversal seems it has also given rise to Americas most dynamic new political movement a revolt of millions of Americans who think government has little business inserting itself into private decisions 

For many women that movement will restore or fortify the freedom to choose Tap the link in our bio to see how it could also sway the presidential election

Illustration diegomallo"
"The probable outcome of the European Parliament elections, held from June 6th-9th, will be a period of political rudderlessness.⁠
⁠
If these were quiet times, having the European Union indulge in a bout of political navel-gazing would be no grave matter. But these times are not quiet.⁠
⁠
With war still raging in Ukraine, the region’s economy falling behind its global rivals and the need to finance the green transition, many countries including France are keen to recast the EU budget.⁠
⁠
Such disputes are hard enough to mediate among Europeans with a fully functional commission. But without it they may prove overwhelming.⁠
⁠
The election could mean gridlock in Brussels and beyond. Click the link in our bio to read why a smooth ride is unlikely immediately after votes are counted.⁠
⁠
Illustration: Anthony Gerace",2024-05-31 18:01:16,"The probable outcome of the European Parliament elections held from June 6th9th will be a period of political rudderlessness

If these were quiet times having the European Union indulge in a bout of political navelgazing would be no grave matter But these times are not quiet

With war still raging in Ukraine the regions economy falling behind its global rivals and the need to finance the green transition many countries including France are keen to recast the EU budget

Such disputes are hard enough to mediate among Europeans with a fully functional commission But without it they may prove overwhelming

The election could mean gridlock in Brussels and beyond Click the link in our bio to read why a smooth ride is unlikely immediately after votes are counted

Illustration Anthony Gerace"
"The West’s baby-boomers are the richest generation ever to have lived—but they do not spend like it.⁠
⁠
Instead, the elderly are squirrelling away money. Whereas in the mid-1990s Americans aged between 65 and 74 spent 10% more than their income, the same age group has been a net saver, in aggregate, since 2015. A similar picture is found across the rich world, from Canada to Japan.⁠
⁠
That matters because retirees are so numerous and rich that their behaviour can drive capital markets. America’s boomers have a net worth of over $1m per person, for instance.⁠
⁠
For decades their saving for retirement has helped drive down interest rates, which in the long run must move to equilibrate savings and investment globally.⁠
⁠
But economists had speculated that, upon reaching the end of their careers, America’s boomers would open their wallets, causing this trend to reverse. No such reversal appears to be taking place.⁠
⁠
The trouble is that private saving is only one driver of interest rates. Tap the link in our bio to learn how governments, and their unsustainable spending, also play a key role.⁠
⁠
Illustration: Vincent Kilbride",2024-05-31 16:00:56,"The Wests babyboomers are the richest generation ever to have livedbut they do not spend like it

Instead the elderly are squirrelling away money Whereas in the mid1990s Americans aged between 65 and 74 spent 10 more than their income the same age group has been a net saver in aggregate since 2015 A similar picture is found across the rich world from Canada to Japan

That matters because retirees are so numerous and rich that their behaviour can drive capital markets Americas boomers have a net worth of over 1m per person for instance

For decades their saving for retirement has helped drive down interest rates which in the long run must move to equilibrate savings and investment globally

But economists had speculated that upon reaching the end of their careers Americas boomers would open their wallets causing this trend to reverse No such reversal appears to be taking place

The trouble is that private saving is only one driver of interest rates Tap the link in our bio to learn how governments and their unsustainable spending also play a key role

Illustration Vincent Kilbride"
"For the first time a former American president has been convicted of a felony—34 felonies, in fact. ⁠
⁠
This historic disgrace should both shock the nation and reassure it about its capacity to achieve justice. That the conviction of Donald Trump will probably accomplish neither result testifies partly to the corrosive power of the former president’s shamelessness and partly to the complex, contestable nature of the charges brought against him.⁠
⁠
A jury of Mr Trump’s peers weighed the evidence and unanimously convicted him of breaking election law by covering up payments of hush money to a porn star, Stormy Daniels, who says she had an affair with him. In itself the outcome would seem to vindicate a fundamental American principle, that no citizen is beyond the reach of justice. ⁠
⁠
Yet over the long run this prosecution will probably do more to weaken than affirm the rule of law. Tap the link in our bio to learn why.⁠
⁠
Photo: Getty Images",2024-05-31 14:00:41,"For the first time a former American president has been convicted of a felony34 felonies in fact 

This historic disgrace should both shock the nation and reassure it about its capacity to achieve justice That the conviction of Donald Trump will probably accomplish neither result testifies partly to the corrosive power of the former presidents shamelessness and partly to the complex contestable nature of the charges brought against him

A jury of Mr Trumps peers weighed the evidence and unanimously convicted him of breaking election law by covering up payments of hush money to a porn star Stormy Daniels who says she had an affair with him In itself the outcome would seem to vindicate a fundamental American principle that no citizen is beyond the reach of justice 

Yet over the long run this prosecution will probably do more to weaken than affirm the rule of law Tap the link in our bio to learn why

Photo Getty Images"
"Who are the people who might reshape British politics for years to come?⁠
⁠
When Rishi Sunak called the general election for July 4th, all except around 100 candidates for Sir Keir Starmer’s Labour Party had been selected; the remaining seats are being ﬁlled in a fast-track process. ⁠
⁠
This batch of new candidates is in many respects rather like the Labour leader himself: outwardly disciplined, rooted in public service and ideologically ambiguous.⁠
⁠
If the polls are right, this new generation could be the future of British politics.⁠
⁠
So who will make up “Generation K”, and can they end the political instability that has dogged Britain in recent years? Tap the link in our bio to find out.⁠
⁠
Illustration: @elliefp",2024-05-31 09:00:26,"Who are the people who might reshape British politics for years to come

When Rishi Sunak called the general election for July 4th all except around 100 candidates for Sir Keir Starmers Labour Party had been selected the remaining seats are being lled in a fasttrack process 

This batch of new candidates is in many respects rather like the Labour leader himself outwardly disciplined rooted in public service and ideologically ambiguous

If the polls are right this new generation could be the future of British politics

So who will make up Generation K and can they end the political instability that has dogged Britain in recent years Tap the link in our bio to find out

Illustration elliefp"
"Barring a huge political upset, Narendra Modi looks likely to begin soon a third term as India’s prime minister. ⁠
⁠
But the poll has not been pretty: Arvind Kejriwal, an opposition leader who is Delhi’s chief minister, was arrested on corruption charges that he calls a political sham. ⁠
⁠
Mr Modi, seemingly unnerved by the low turnout, has ramped up inflammatory rhetoric towards India’s Muslim minority while on the campaign trail. ⁠
⁠
Although voting itself has been generally unproblematic, most Western officials agree that Mr Modi has tilted the political pitch significantly by suppressing dissent and weakening democratic institutions. ⁠
⁠
How should they deal with Mr Modi, particularly if his Bharatiya Janata Party is emboldened by a large mandate? Tap the link in our bio to find out why Western governments are struggling to balance values and interests in India.⁠
⁠
Photo: Mega",2024-05-31 04:00:15,"Barring a huge political upset Narendra Modi looks likely to begin soon a third term as Indias prime minister 

But the poll has not been pretty Arvind Kejriwal an opposition leader who is Delhis chief minister was arrested on corruption charges that he calls a political sham 

Mr Modi seemingly unnerved by the low turnout has ramped up inflammatory rhetoric towards Indias Muslim minority while on the campaign trail 

Although voting itself has been generally unproblematic most Western officials agree that Mr Modi has tilted the political pitch significantly by suppressing dissent and weakening democratic institutions 

How should they deal with Mr Modi particularly if his Bharatiya Janata Party is emboldened by a large mandate Tap the link in our bio to find out why Western governments are struggling to balance values and interests in India

Photo Mega"
"Will Donald Trump's guilty verdict hurt his campaign?

#trump #trumptrial #verdict #USpolitics #USelection",2024-05-31 01:33:09,"Will Donald Trumps guilty verdict hurt his campaign

trump trumptrial verdict USpolitics USelection"
"There was anticipation, there was exasperation at the wait, and then there it was: a guilty verdict against Donald Trump, delivered by a jury of 12 New Yorkers after two days of deliberation. In fact 34 guilty verdicts, all for falsifying business records. ⁠
⁠
Never before has a former American president been convicted of a crime. Nor has a major-party candidate sought the presidency with a felony record. The overriding question now is whether it will upset Mr Trump’s chances in this year’s race: if the election were held today, polls suggest, he would beat Joe Biden.⁠
⁠
The case concerned Mr Trump’s campaign in 2016, when his then lawyer, Michael Cohen, paid a porn star to keep her story of sex with the candidate out of the press. Mr Trump approved the hush-money deal and mislabelled his reimbursement to Mr Cohen as legal fees in his company’s books. Since Mr Cohen was repaid in monthly instalments, Alvin Bragg, Manhattan’s district attorney, brought 34 counts stemming from those falsely marked payments. ⁠
⁠
Despite the conviction, there are three reasons to think that the damage to Mr Trump will be limited and that he will weather it as he has so much else. Tap the link in our bio to learn what they are.⁠
⁠
Photo: Getty Images",2024-05-31 00:43:24,"There was anticipation there was exasperation at the wait and then there it was a guilty verdict against Donald Trump delivered by a jury of 12 New Yorkers after two days of deliberation In fact 34 guilty verdicts all for falsifying business records 

Never before has a former American president been convicted of a crime Nor has a majorparty candidate sought the presidency with a felony record The overriding question now is whether it will upset Mr Trumps chances in this years race if the election were held today polls suggest he would beat Joe Biden

The case concerned Mr Trumps campaign in 2016 when his then lawyer Michael Cohen paid a porn star to keep her story of sex with the candidate out of the press Mr Trump approved the hushmoney deal and mislabelled his reimbursement to Mr Cohen as legal fees in his companys books Since Mr Cohen was repaid in monthly instalments Alvin Bragg Manhattans district attorney brought 34 counts stemming from those falsely marked payments 

Despite the conviction there are three reasons to think that the damage to Mr Trump will be limited and that he will weather it as he has so much else Tap the link in our bio to learn what they are

Photo Getty Images"
"The African National Congress (ANC)—the continent’s oldest liberation movement, the spearhead of resistance to apartheid and the governing party since 1994—is no longer a hegemonic force in South Africa’s politics. ⁠
⁠
Though the results of elections held on Wednesday will not be finalised for a day or two, early projections suggest that the ANC has taken a beating. ⁠
⁠
Cyril Ramaphosa will be the first ANC leader without a parliamentary majority. The South African president will have no choice but to cut a deal to keep his party in power.⁠
⁠
As a consequence the next fortnight will see the most important political negotiations in South Africa since the talks in the early 1990s that ended white rule.⁠
⁠
Click the link in our bio to read how the path ahead has essentially two possible destinations.⁠
⁠
Photo: Reuters",2024-05-30 22:30:13,"The African National Congress ANCthe continents oldest liberation movement the spearhead of resistance to apartheid and the governing party since 1994is no longer a hegemonic force in South Africas politics 

Though the results of elections held on Wednesday will not be finalised for a day or two early projections suggest that the ANC has taken a beating 

Cyril Ramaphosa will be the first ANC leader without a parliamentary majority The South African president will have no choice but to cut a deal to keep his party in power

As a consequence the next fortnight will see the most important political negotiations in South Africa since the talks in the early 1990s that ended white rule

Click the link in our bio to read how the path ahead has essentially two possible destinations

Photo Reuters"
"⁠
Every day seems to bring fresh bets on artificial intelligence (AI). On Sunday it was Elon Musk’s turn. ⁠
⁠
The tech billionaire’s startup, christened xAI, said it had raised $6bn at a valuation of $24bn. ⁠
⁠
Investors include Silicon Valley stalwarts such as Sequoia Capital and Andreessen Horowitz, two venture-capital giants, and an investment fund with ties to the Saudi royal family. Their backing puts xAI’s firepower in the big leagues, alongside model-builders such as OpenAI, the creator of ChatGPT, and Anthropic. ⁠
⁠
Mr Musk wants his latest venture to “advance our collective understanding of the universe”. That is tech speak for building large AI systems that are as good as humans at many intellectual tasks, or better. ⁠
⁠
Can Mr Musk compete with the AI superstars? Tap the link in our bio to find out the advantages and risks he faces with his new venture. ⁠
⁠
Photo: Getty Images",2024-05-30 18:01:01,"
Every day seems to bring fresh bets on artificial intelligence AI On Sunday it was Elon Musks turn 

The tech billionaires startup christened xAI said it had raised 6bn at a valuation of 24bn 

Investors include Silicon Valley stalwarts such as Sequoia Capital and Andreessen Horowitz two venturecapital giants and an investment fund with ties to the Saudi royal family Their backing puts xAIs firepower in the big leagues alongside modelbuilders such as OpenAI the creator of ChatGPT and Anthropic 

Mr Musk wants his latest venture to advance our collective understanding of the universe That is tech speak for building large AI systems that are as good as humans at many intellectual tasks or better 

Can Mr Musk compete with the AI superstars Tap the link in our bio to find out the advantages and risks he faces with his new venture 

Photo Getty Images"
"Comfortable old Europe finds itself in an alarming position ahead of its parliamentary elections next week.⁠
⁠
War is raging in Ukraine, Donald Trump could return to the White House and Eurosceptic populists are riding high in the polls. ⁠
⁠
To face these perils, Europe needs coherent leadership at the EU level. It also needs to keep extremists out of power.⁠
⁠
Whether it succeeds rests in part on the choices of three women: Ursula von der Leyen, the president of the European Commission, Giorgia Meloni, Italy’s prime minister, and Marine Le Pen, the leading French populist.⁠
⁠
Europe’s centrists have long feared a united, pan-continental far-right movement. To avoid that, it would be worth first dealing with Ms Meloni. To read why—and to understand why the stakes of the European elections are so high—tap the link in our bio.⁠
⁠
Photo: The Economist / Getty Images",2024-05-30 16:00:58,"Comfortable old Europe finds itself in an alarming position ahead of its parliamentary elections next week

War is raging in Ukraine Donald Trump could return to the White House and Eurosceptic populists are riding high in the polls 

To face these perils Europe needs coherent leadership at the EU level It also needs to keep extremists out of power

Whether it succeeds rests in part on the choices of three women Ursula von der Leyen the president of the European Commission Giorgia Meloni Italys prime minister and Marine Le Pen the leading French populist

Europes centrists have long feared a united pancontinental farright movement To avoid that it would be worth first dealing with Ms Meloni To read whyand to understand why the stakes of the European elections are so hightap the link in our bio

Photo The Economist  Getty Images"
"Reports of at least 45 dead in an Israeli air strike in Rafah on Sunday have provoked an international outcry. The strike took place two days after the International Court of Justice issued an order to halt any strikes in Rafah that “may inflict on the Palestinian group in Gaza conditions of life that could bring about its physical destruction in whole or in part”.⁠
⁠
Israeli officials insisted that this meant they could continue operating in Rafah, as they were taking the necessary precautions to avoid harming Palestinian civilians. But even accepting that interpretation—and the Israeli Defence Forces’ claims that the strike was “accurate” and that it planned to avoid additional casualties—the gruesome outcome makes clear the human cost of Israel’s war in Gaza. ⁠
⁠
After each of the most deadly incidents in a war that has claimed the lives of tens of thousands, expectations grow that it will prove to be a turning-point, forcing Israel’s allies, especially America, to say “enough”.⁠
⁠
But it has not happened so far. Tap the link in our bio to find out why, and to learn whether the latest strike on Rafah could prove different.⁠
⁠
Photo: Getty Images",2024-05-30 14:00:38,"Reports of at least 45 dead in an Israeli air strike in Rafah on Sunday have provoked an international outcry The strike took place two days after the International Court of Justice issued an order to halt any strikes in Rafah that may inflict on the Palestinian group in Gaza conditions of life that could bring about its physical destruction in whole or in part

Israeli officials insisted that this meant they could continue operating in Rafah as they were taking the necessary precautions to avoid harming Palestinian civilians But even accepting that interpretationand the Israeli Defence Forces claims that the strike was accurate and that it planned to avoid additional casualtiesthe gruesome outcome makes clear the human cost of Israels war in Gaza 

After each of the most deadly incidents in a war that has claimed the lives of tens of thousands expectations grow that it will prove to be a turningpoint forcing Israels allies especially America to say enough

But it has not happened so far Tap the link in our bio to find out why and to learn whether the latest strike on Rafah could prove different

Photo Getty Images"
"For many Chinese abroad, living outside China has become more like living inside China. Our China correspondent, Rosie Blau, explores the ways the Chinese Communist Party is tightening its grip on its diaspora #china #CCP #diaspora #news",2024-05-30 13:03:35,For many Chinese abroad living outside China has become more like living inside China Our China correspondent Rosie Blau explores the ways the Chinese Communist Party is tightening its grip on its diaspora china CCP diaspora news
"As Ukraine comes under mounting pressure on the battlefield, Europe is desperately scrambling to boost its puny production of artillery shells and missiles. ⁠
⁠
A little while back it allocated €500m to ramp up production. But the biggest bottleneck is something that was an afterthought until recently: a shortage of explosives. ⁠
⁠
Each artillery shell is crammed with 10.8kg of a high-explosive such as TNT, HMX or RDX. Additional propellant charges are also needed to hurl the rounds over tens of kilometres. Other munitions require even larger amounts.⁠
⁠
The trouble is that explosive makers are unsure that production can be cranked up and fear that the quirks of the industry will hamper the surge that Ukraine needs to remain competitive on the battlefield. ⁠
⁠
Tap the link in out bio to find out why Europe’s explosives industry is the opposite of booming—and what it will take to get missile production back on track.⁠
⁠
Photo: Getty Images",2024-05-30 09:00:31,"As Ukraine comes under mounting pressure on the battlefield Europe is desperately scrambling to boost its puny production of artillery shells and missiles 

A little while back it allocated 500m to ramp up production But the biggest bottleneck is something that was an afterthought until recently a shortage of explosives 

Each artillery shell is crammed with 108kg of a highexplosive such as TNT HMX or RDX Additional propellant charges are also needed to hurl the rounds over tens of kilometres Other munitions require even larger amounts

The trouble is that explosive makers are unsure that production can be cranked up and fear that the quirks of the industry will hamper the surge that Ukraine needs to remain competitive on the battlefield 

Tap the link in out bio to find out why Europes explosives industry is the opposite of boomingand what it will take to get missile production back on track

Photo Getty Images"
"Diplomats are worried that Russia is becoming an “existential” threat to the UN Security Council.⁠
⁠
Liberal democracies, notably, accuse the country of playing “wrecker” at the forum.⁠
⁠
But even as Russia threatens to paralyse the UN, China is leaning back—and may hope to reshape what comes next.⁠
⁠
To read more about how Russian demolition will help China to build, tap the link in our bio.⁠
⁠
Photo: AP",2024-05-30 04:00:23,"Diplomats are worried that Russia is becoming an existential threat to the UN Security Council

Liberal democracies notably accuse the country of playing wrecker at the forum

But even as Russia threatens to paralyse the UN China is leaning backand may hope to reshape what comes next

To read more about how Russian demolition will help China to build tap the link in our bio

Photo AP"
"Donald Trump should have seen it coming. He arrived at the Libertarian Party’s national convention in Washington, DC, hoping to expand his support, but the crowd mostly responded with boos.⁠
⁠
They also spent the weekend squabbling—often bitterly—among themselves. After losing presidential races for more than half a century, the party is facing an identity crisis. ⁠
⁠
Libertarians share a baseline belief that the state best serves the people by leaving them alone. Yet for a party that peaked at 3.3% of the popular vote in 2016 it harbours a striking amount of intellectual diversity. ⁠
⁠
Click the link in our bio to read why if Chase Oliver, its candidate, has any influence on the presidential election, it will be as a spoiler in a close-run swing state.⁠
⁠
Photo: Haiyun Jiang/The New York Times/Redux/Eyevine",2024-05-30 01:00:41,"Donald Trump should have seen it coming He arrived at the Libertarian Partys national convention in Washington DC hoping to expand his support but the crowd mostly responded with boos

They also spent the weekend squabblingoften bitterlyamong themselves After losing presidential races for more than half a century the party is facing an identity crisis 

Libertarians share a baseline belief that the state best serves the people by leaving them alone Yet for a party that peaked at 33 of the popular vote in 2016 it harbours a striking amount of intellectual diversity 

Click the link in our bio to read why if Chase Oliver its candidate has any influence on the presidential election it will be as a spoiler in a closerun swing state

Photo Haiyun JiangThe New York TimesReduxEyevine"
"An estimated 1m Palestinians have fled Rafah since the start of Israel’s offensive there in early May. For those who remain, the fighting has had grisly consequences.⁠
⁠
At least 45 people, including a number of children, died on Sunday after an Israeli air strike set fire to a tent camp; survivors had to pull charred bodies from the wreckage.⁠
⁠
Less macabre, but just as consequential, is what the offensive has done to the flows of aid that have kept 2.2m Palestinians alive throughout eight months of war.⁠
⁠
Consider the statistics from one recent day. The Israeli army said that 370 lorries of aid reached Gaza on Monday, 154 of them via Kerem Shalom, a border crossing in the south. Yet the UN’s official tally from that day recorded zero lorries at Kerem Shalom. Neither side is lying—nor, though, are they telling the whole truth.⁠
⁠
Throughout the war, Israel has resisted calls to deliver aid to Gazans directly and urged the UN to do more. But the fighting in Rafah has left the organisation paralysed.⁠
⁠
Click the link in our bio to learn how Israel’s campaign in Rafah has complicated humanitarian efforts, and reignited the debate over who is responsible for it.⁠
⁠
Photo: AP",2024-05-29 23:25:13,"An estimated 1m Palestinians have fled Rafah since the start of Israels offensive there in early May For those who remain the fighting has had grisly consequences

At least 45 people including a number of children died on Sunday after an Israeli air strike set fire to a tent camp survivors had to pull charred bodies from the wreckage

Less macabre but just as consequential is what the offensive has done to the flows of aid that have kept 22m Palestinians alive throughout eight months of war

Consider the statistics from one recent day The Israeli army said that 370 lorries of aid reached Gaza on Monday 154 of them via Kerem Shalom a border crossing in the south Yet the UNs official tally from that day recorded zero lorries at Kerem Shalom Neither side is lyingnor though are they telling the whole truth

Throughout the war Israel has resisted calls to deliver aid to Gazans directly and urged the UN to do more But the fighting in Rafah has left the organisation paralysed

Click the link in our bio to learn how Israels campaign in Rafah has complicated humanitarian efforts and reignited the debate over who is responsible for it

Photo AP"
"There are still five weeks to go until polling day on July 4th. Nothing is certain until the ballots are counted.⁠
⁠
But the opening days of the British general-election campaign have conformed almost exactly to type. That is bad news for the Conservatives, good news for Labour and worrying for the country.⁠
⁠
The Conservatives have so far campaigned exactly as they have governed—badly. Proposing a form of national service days after ruling out the idea is the most eye-catching proposal from Rishi Sunak, the prime minister.⁠
⁠
This is good news for Labour. But click the link in our bio to read why a lopsided contest risks letting the opposition party off the hook.⁠
⁠
Photo: The Economist / Getty Images",2024-05-29 21:30:16,"There are still five weeks to go until polling day on July 4th Nothing is certain until the ballots are counted

But the opening days of the British generalelection campaign have conformed almost exactly to type That is bad news for the Conservatives good news for Labour and worrying for the country

The Conservatives have so far campaigned exactly as they have governedbadly Proposing a form of national service days after ruling out the idea is the most eyecatching proposal from Rishi Sunak the prime minister

This is good news for Labour But click the link in our bio to read why a lopsided contest risks letting the opposition party off the hook

Photo The Economist  Getty Images"
"In a rare case of leadership in a cutting-edge field, Europe has more firms researching the “cultivation” of substitute meat and seafood than America or anywhere else—but not everyone is happy about it.⁠
⁠
Even if the food-safety authorities have no fault with such culinary innovation, politicians stand ready to block it.⁠
⁠
In prioritising its traditionalists, is Europe indulging its habit of regulating first, thus innovating never?⁠
⁠
Find out by tapping the link in our bio.⁠
⁠
Illustration: Peter Schrank",2024-05-29 20:01:21,"In a rare case of leadership in a cuttingedge field Europe has more firms researching the cultivation of substitute meat and seafood than America or anywhere elsebut not everyone is happy about it

Even if the foodsafety authorities have no fault with such culinary innovation politicians stand ready to block it

In prioritising its traditionalists is Europe indulging its habit of regulating first thus innovating never

Find out by tapping the link in our bio

Illustration Peter Schrank"
"“Can private companies pushing forward the frontier of a revolutionary new technology be expected to operate in the interests of both their shareholders and the wider world?” ask Helen Toner and Tasha McCauley in a guest essay.⁠
⁠
“When we were recruited to the board of OpenAI we were cautiously optimistic that the company’s innovative approach to self-governance could offer a blueprint for responsible AI development.” ⁠
⁠
“But based on our experience, we believe that self-governance cannot reliably withstand the pressure of profit incentives,” write the former OpenAI board members.⁠
⁠
“With AI’s enormous potential for both positive and negative impact, it’s not sufficient to assume that such incentives will always be aligned with the public good.”⁠
⁠
“For the rise of AI to benefit everyone, governments must begin building effective regulatory frameworks now.” Tap the link in our bio to see the two former board members’ suggested regulatory pathway to a future where AI benefits all of humanity.⁠
⁠
Illustration: @dan.will",2024-05-29 18:01:02,"Can private companies pushing forward the frontier of a revolutionary new technology be expected to operate in the interests of both their shareholders and the wider world ask Helen Toner and Tasha McCauley in a guest essay

When we were recruited to the board of OpenAI we were cautiously optimistic that the companys innovative approach to selfgovernance could offer a blueprint for responsible AI development 

But based on our experience we believe that selfgovernance cannot reliably withstand the pressure of profit incentives write the former OpenAI board members

With AIs enormous potential for both positive and negative impact its not sufficient to assume that such incentives will always be aligned with the public good

For the rise of AI to benefit everyone governments must begin building effective regulatory frameworks now Tap the link in our bio to see the two former board members suggested regulatory pathway to a future where AI benefits all of humanity

Illustration danwill"
