description,timestamp
"'Truth matters'

Fox News and the voting equipment company Dominion have reached a $787.5m settlement, ending a dispute over whether Fox knowingly broadcast false and outlandish allegations that Dominion was involved in a plot to steal the 2020 election.

Though the case was settled, Dominion had unearthed a stunning trove of internal communications from Fox laying bare how top talent and hosts knew the outlandish claims about Dominion and a stolen election were false. 

The extensive messages offered a remarkable insight into how some of the most powerful hosts in America did not buy the allegations they were broadcasting to their audience each night.

Neither party immediately disclosed the terms of the settlement other than the dollar amount, and attorneys for Dominion declined to answer questions about whether it requires Fox to issue a retraction or a formal apology.

In a press conference outside the courthouse, Dominion attorney Justin Nelson said the more than $787m represents “vindication and accountability”.

“Truth matters,” he said. “Lies have consequences. The truth does not know red or blue,” he continued. “People across the political spectrum can and should disagree on issues, even of the most profound importance. But for our democracy to endure another 250 years and hopefully much longer, we must share a commitment to facts.”

In a statement, Fox said the settlement reflects its “continued commitment to the highest journalistic standards”.

“We are hopeful that our decision to resolve this dispute with Dominion amicably, instead of the acrimony of a divisive trial, allows the country to move forward from these issues,” the statement said.

Follow the link in our bio for the full story.",2023-04-19 00:14:27
"“This ridiculous battle has civilians in the middle”.

This is how Tagreed Abdin, a Khartoum resident, described the violent conflict erupting around her as she heard the sound of blasts going off around her.

Fighting between rival government factions have been intensifying across Sudan as diplomatic efforts to end the conflict begin to gather momentum.

Civilians in the capital, Khartoum, where the fighting is centred, have been posting videos of the clashes and recording their experience and fears of power, water and food shortages.

At least 185 people have been killed and and more than 1,800 injured since Saturday, when violence erupted between army units loyal to Gen Abdel Fattah al-Burhan, the head of Sudan’s transitional governing sovereign council, and the paramilitary Rapid Support Forces, led by Gen Mohamed Hamdan Dagalo, known as Hemedti, who is deputy head of the council.

For the latest reporting on the conflict click the link in bio.

#sudan #khartoum #sudanconflict #news #worldnews",2023-04-18 18:33:40
"“Ringing a doorbell is not a crime.”

Widespread international outrage has erupted in response to the shooting of 16-year-old Black teenager Ralph Yarl in Missouri, and the subsequent police response.

White homeowner Andrew Lester, 84, has been charged with armed assault after he shot Yarl, a high school junior who was going to pick up his younger twin brothers from a play date when he went to the wrong address by mistake, authorities announced on Monday.

Zachary Thompson, the prosecuting attorney, announced the charges later that day after intense local protests over the police’s decision to briefly detain Lester before releasing him without charges.

Yarl was recovering at home after being released from hospital on Sunday, where he was being treated for gunshot wounds to his head and chest, his family said.

Lee Merritt, an attorney for the family, told the Guardian that the teenager suffered a fractured skull, a traumatic brain injury involving swelling, post-concussive syndrome and injuries to his arm.

“The family is elated that Ralph didn’t succumb to his injuries, but now they’re angry about the failure of the justice system to show any value or appreciation of his life,” Merritt said in an interview before the charges were announced.

The prominent civil rights lawyer Benjamin Crump is also representing the family, and earlier told CNN: “It is inescapable not to observe the racial dynamics here ... We can only imagine if the roles were reversed ...""

Stacey Graves, chief of the Kansas City police, defended the release of the unnamed homeowner on Sunday, citing Missouri law that states a person can be held for only 24 hours before being formally charged or released. She said her department was working quickly to prepare evidence for the Clay county prosecutor as its felony investigation continued.

“We recognise the frustration this can cause,” Graves told reporters. “I want everyone to know that I am listening, and I understand the concern we are receiving from the community.”

Swipe for some responses by public figures on social media, and follow the link in bio for our full report.",2023-04-18 17:03:09
"Could you tell? 

A photographer is refusing a prestigious award after admitting to being a “cheeky monkey” and generating the prize-winning image using artificial intelligence.

The German artist Boris Eldagsen revealed on his website that he was not accepting the prize for the creative open category, which he won at last week’s Sony world photography awards.

The winning photograph depicted two women from different generations in black and white.

In a statement on his website, @boriseldagsen said he “applied as a cheeky monkey” to find out if competitions would be prepared for AI images to enter. “They are not,” he added.

“We, the photo world, need an open discussion,” said Eldagsen. “A discussion about what we want to consider photography and what not. Is the umbrella of photography large enough to invite AI images to enter – or would this be a mistake?

“With my refusal of the award I hope to speed up this debate.”

He said this was a “historic moment” as it was the first time an AI image had won a prestigious international photography competition, adding: “How many of you knew or suspected that it was AI generated? Something about this doesn’t feel right, does it?

“AI images and photography should not compete with each other in an award like this. They are different entities. AI is not photography. Therefore I will not accept the award.”

Eldagsen suggested donating the prize to a photo festival hosted in Odesa, Ukraine.

#photography #photograph #artificialintelligence #ai #artwork",2023-04-18 13:59:19
"At least 97 people have been killed and hundreds wounded as clashes spread across Sudan, and the World Health Organization (WHO) said some hospitals were running out of critical supplies to treat the injured.

Fighting erupted over the weekend between army units loyal to Gen Abdel Fattah al-Burhan, the head of Sudan’s transitional governing Sovereign Council, and the paramilitary Rapid Support Forces (RSF), led by Gen Mohamed Hamdan Dagalo, known as Hemedti, who is deputy head of the council.

It was the first such outbreak of fighting since both groups joined forces to oust the veteran Islamist autocrat Omar al-Bashir in 2019.

The violence was sparked by a disagreement over the integration of the RSF into the military as part of a transition towards civilian rule to end the political-economic crisis sparked by a military coup in 2021.

Here @guardianaustralia reporter Matilda Boseley explains what you need to know - and to learn more follow the link in our bio to read our full explainer on what exactly is at stake. #Sudan",2023-04-17 14:52:24
"The super bloom is back – but not everyone is super excited by it. 

After a string of dry years, people are once again descending on orange-saturated valleys across California and Arizona for a glimpse of the wild poppies.

The flowers are having a strong showing this year following a historically wet winter in the southwest US. In some regions you can even see the bright blankets of flowers from space.

The spectacle set off a frenzy four years ago when heavy winter rains coated huge swaths of land in the wildflowers, leading to a crush of tourists, influencers, selfies and environmental complaints.

“The flowers were beautiful; the scene was a nightmare,” said Lake Elsinore’s mayor, Natasha Johnson, in a February press conference, where she announced the closure of the canyon where the poppies were starting to grow.

This year there are calls for a greater awareness around the impact of such tourism.

“I don’t think it has to be this way, where we have to cordon off nature from humans. We can have a more positive relationship,” says Dr Naomi Fraga, the director of conservation at the California Botanic Garden. 

“This is a natural ecosystem,"" she adds. ""It is not just for pulling likes and clicks and endorphins. If an educational voice can be a louder voice than the influencers, that could do a lot of good.”",2023-04-16 18:13:45
"'Everything that happens on abortion, happens in Alabama first'

Dr Leah Torres doesn’t tell people what she does when she meets them, which makes it hard to make friends. She removes her name from every piece of trash before she puts it out for recycling, in case people walking past see her name and find out where she lives. If a package addressed to her arrives on her porch, she calls everyone she knows to identify who sent it before she opens it – it could be a bomb.

She’s not paranoid. Torres is an abortion doctor in the state of Alabama, where abortion is now illegal except in life-threatening situations.

She’s one of the many doctors increasingly targeted by lawmakers, protesters, conservative news outlets and social media, even more so now that abortion is no longer legal in much of the US.

Follow the link in the bio for the full story by @guardian_us.

Photographs: @charity.rachelle

#abortion #abortionrights #US #Alabama",2023-04-16 14:00:07
"Has kit ever put you off playing a sport?

Around 85% of adolescent girls don’t get enough exercise, according to a 2022 study by the World Health Organization – and clothing is the ""most underrated cause"" of that.

England hockey player Tess Howard found through recent research that many teenage girls are feeling ""sexualised"" by the sports uniform that they are forced to wear - causing alarming numbers to drop out.

But there is growing movement away from white shorts in women’s sport. England’s Lionesses have changed out of white shorts and started playing in navy - and Ireland women's rugby union team have done the same. In November, Wimbledon also announced it was to drop the tournament’s strict all-white dress code and allow female players to wear dark undershorts, but many sports haven't yet followed suit.

Former England rugby union captain Catherine Spencer, who won 63 caps for her country and is now a commentator, says she almost dropped out of sports entirely because of 'kit anxiety.'

From period stains to body image concerns, swipe to hear about Catherine's career-long battle with sport uniforms in an industry
that has been focused on men.

#Rugby #Lionesses #England #Sport #Periods",2023-04-15 13:09:58
"What’s behind the ever-growing ‘monster’ seaweed blob creeping through the Atlantic Ocean?

A giant mass of harmful seaweed - not too dissimilar from something out of a horror film - is arriving on coastlines across Mexico, the US and the Caribbean, bringing with it toxic gases, a smell of rotting eggs and ‘catastrophic’ environmental and economic fallout.

Visible from space, the Great Atlantic Sargassum Belt is the biggest seaweed bloom on the planet. Scientists have been watching in alarm as it has continued to grow in size over the last decade, with 2023 predicted to be another record year.

But why is it worse? Watch our science reporter Maddie Finlay explain why ‘the blob’ is getting bigger, what happens when it washes up on coastlines and if anything can be done to deal with it.

And to find out more, head to the link in bio ⬆️

#seaweed #sargassum #sargassumbelt #explainer #science #environment #climatecrisis",2023-04-14 19:40:56
"“The money stress starts to keep you up at night,” says Calum Byrne, a junior doctor who was on the picket line outside St Thomas’ hospital earlier this week.

Today is the third day of the four-day strike that junior doctors in England are staging over a pay dispute with the government.
The British Medical Association has called for a 35% pay rise to bring junior doctor salaries back to 2008-2009 levels and compensate for 15 years of below-inflation wage increases.

In this video, we spoke to four junior doctors about why they are striking – to watch in full tap the link in bio.

#Doctors #Strikes #NHS #JuniorDoctors",2023-04-13 14:39:40
"How worried should we be about having TikTok on our phones?

The app, which has more than 1 billion global users, has been under increasing scrutiny over its links to China and ability to protect data.

TikTok bans on government phones are piling up across the world, with Australia the latest country to pull the plug, while plans to completely ban the platform in the US are on the horizon. The app has also been fined £12.7m for UK data protection law breaches, including the use of the personal data of children under 13 without parental consent.

But what does this actually mean for everyday TikTok users? Our UK technology editor, Alex Hern, explains the security fears surrounding TikTok, and whether they mean we should all be deleting the app.

A TikTok spokesperson said recent government bans were “based on fundamental misconceptions and driven by wider geopolitics” in which the app played no part. “We remain committed to working with governments and partners to address any security concerns, but ask to be judged on facts, not fears, and treated equally to our competitors,” they said.

To find out more about why TikTok is facing a fight for its existence, click the link in bio.

#news #worldnews #tiktok #titokban #explained",2023-04-12 15:19:34
"For a period of 270 years, Britain’s monarchs had links to slavery.

As part of an investigation into royal wealth and finances, David Conn - the Guardian's investigations correspondent - revealed that thirteen British Kings and Queens have invested in, profited from, or supported transatlantic slave trade and slavery itself.

The Guardian has for the first time published a document showing the 1689 transfer of £1,000 of shares in the slave-trading Royal African Company to King William III, from Edward Colston, the company’s deputy governor - you can see this document on slide five.
Responding to the emergence of this document, King Charles has given explicit support for research into the monarchy’s ties to transatlantic slavery for the first time.

A spokesperson for the palace said: “This is an issue that His Majesty takes profoundly seriously. As His Majesty told the Commonwealth heads of government reception in Rwanda last year: ‘I cannot describe the depths of my personal sorrow at the suffering of so many, as I continue to deepen my own understanding of slavery’s enduring impact.’

Swipe to find out about the monarchs who profited from or supported the transatlantic slave trade and slavery – and click the link in bio to read David Conn's full investigation into the Royal Family's ties to slavery in our new series Cost of the Crown.",2023-04-11 15:05:07
"Could you stay mad at these pets?

From the labrador who likes to tear up kitchen floors, to the cat who undid a year’s work, meet the destructive animals their owners can’t help but forgive.

Follow the link in bio for the full story.",2023-04-10 16:03:59
"Look closely ...

This year's celebration of close up photography has attracted more than 9,000 entries from 53 countries.

The top prize?

That was won by a poignant shot of salamanders being devoured by a pitcher plant, by Canadian photographer Samantha Stephens.

Swipe across to see that image - as well as a selection of the best entries to the #CUPOTY.

Photos: 
1. @uw.art
2. @szucsboldizsar_nature 
3. @nature.magnified 
4. @macrogp 
5. @hegdeuday 
6. @mattvacca_ 
7. Lung-Tsai Wang
8. @lennartaiscan 
9. @pcremone 
10. @samanthastephens_ 

#photography #naturephotography #closeup #closeupphotography #macrophotography #microphotography",2023-04-09 13:00:10
"In November Ukrainian forces liberated the southern city of Kherson from Russian control. Now people in the city suffer daily bombardment by mortars, missiles and even tank shells from the Russian positions just over the Dnipro river.

The Guardian's Luke Harding and Christopher Cherry spoke to a barista who's working in a coffee shop in Kherson, to find out what life is like now, and why he has chosen to stay.

This is one story of many people who are still living in Kherson, to hear from more Ukrainians living under Russian attack click the link in bio.

#Ukraine #Kherson #Coffee #Barista",2023-04-08 13:01:06
"Exclusive: millions of lives could be saved by a groundbreaking set of new vaccines for a range of conditions including cancer, experts have said.

A leading pharmaceutical firm said it is confident that jabs for cancer, cardiovascular and autoimmune diseases, and other conditions will be ready by 2030.

Studies into these vaccinations are also showing “tremendous promise”, with some researchers saying 15 years’ worth of progress has been “unspooled” in 12 to 18 months thanks to the success of the Covid jab.

Dr Paul Burton, the chief medical officer of pharmaceutical company Moderna, said he believes the firm will be able to offer such treatments for “all sorts of disease areas” in as little as five years.

The firm, which created one of the leading coronavirus vaccines, is developing cancer vaccines that target different tumour types.

Burton said: “We will have that vaccine and it will be highly effective, and it will save many hundreds of thousands, if not millions of lives. I think we will be able to offer personalised cancer vaccines against multiple different tumour types to people around the world.”

He also said that multiple respiratory infections could be covered by a single injection – allowing vulnerable people to be protected against Covid, flu and respiratory syncytial virus (RSV) – while mRNA therapies could be available for rare diseases for which there are currently no drugs.

Follow the link in bio for the full story.",2023-04-07 23:56:17
"Republicans in Tennessee have been accused of 'overt racism' after expelling two Black Democrats from the state legislature. 

In an act of unprecedented retaliation, Republicans removed the two lawmakers for joining a gun control protest following the Nashville shooting, while sparing a white Democrat who also participated.

Justin Jones, representative for Nashville, and Justin Pearson, who represented Memphis, gave rousing speeches in the chamber before the majority-white legislature voted to oust them, leaving tens of thousands of mostly Black and Brown Tennessee residents without representation.

Justin Jones, 27, said he had “no regrets, and would continue to speak up for Tennesseans who are demanding change”.

“What happened yesterday was an attack on our democracy and overt racism,” he said. “The nation got to see clearly what’s going on in Tennessee, that we don’t have democracy especially when it comes to Black and Brown communities. This is what we have been challenging all session, a very toxic, racist work environment.”

Jones said Republican lawmakers were trying to take Tennessee backwards, and pointed to the state’s history of white supremacy, the birthplace of the ultra-violent Ku Klux Klan.

Meanwhile Gloria Johnson, the white Democrat spared expulsion by a one-vote margin, was asked by reporters about the split vote as she left the chamber on Thursday.

“I’ll answer your question; it might have to do with the color of our skin,” said Johnson, a retired teacher.

Republican lawmakers denied allegations of racism, and said the expulsions were necessary to avoid setting a precedent that lawmakers’ disruptions of proceedings through protest would be tolerated.

Follow the link in our bio for the full story.",2023-04-07 19:05:15
"“When I found out I was HSP it truly changed and saved my life,"" tweeted comedian Miranda Hart.

The term Highly Sensitive Person (HSP) was coined in 1996 by psychologist Elaine Aron, who argued that sensitive brains are uniquely wired to process their environment at a deep level.

Her theory’s most striking claim is that physical and emotional sensitivity are one and the same. An intricate attention to body language heightens empathy; responsiveness to subtle physical cues creates rich sensations in HSPs, but can also overwhelm. Scratchy clothes, smells, background talk – unable to filter the noise, they soak up every drop.

We spoke with @jenngranneman, one of the writers of a new book on the subject, Sensitive: The Power of a Thoughtful Mind in an Overwhelming World.

The HSP hashtag has more than 498m views on TikTok, while Lorde, Nicole Kidman, Alanis Morissette, and Kanye West have publicly identified as such. HSPs make up about 30% of the population, so do you think you could you be one?

Follow the link in bio for @whatsamadder's full piece.

#HSP #HighlySensitivePerson #psychology #wellbeing #sensitivity",2023-04-07 13:01:54
"“It’s a circus.” This is how one person described the mood outside court in Manhattan for Trump’s arraignment.

Donald Trump became the first US president to be indicted on criminal charges and our reporter Adam Gabbatt was on the ground amid the media frenzy, to speak to anti-trump protesters, and pro-trump supporters to see what the controversial 45th president means to the nation.

Click the link in bio to read @adamgabbatt’s entertaining piece on the scenes outside the courthouse.

#Trump #US #Politics",2023-04-05 18:47:55
"Donald Trump has been photographed in court as he officially entered a plea of not guilty to 34 charges.

The counts he faces involve falsifying business records in the first degree in connection a hush-money scheme during the 2016 election.

The judge presiding over the case issued a ruling late last night that only a handful of still photographers would be allowed to take pictures inside the room.

Follow the link in our bio for live updates on his arrest.

Photos: Seth Wenig/AP",2023-04-04 22:28:26
"Donald Trump turned himself in at a Manhattan courtroom on Tuesday, an extraordinary scene that marks the first time in American history a former US president has faced criminal charges.

Trump, the leading contender for the 2024 Republican nomination, arrived at the lower Manhattan courthouse at about 1pm ET, escorted by Secret Service agents, as supporters and protesters demonstrated outside.

He was set to be arraigned, fingerprinted and possibly photographed. Though defendants charged with felonies are typically handcuffed, Trump’s legal team has said he would not be.

The unprecedented proceedings were slated to be brief but remarkable, as the twice-impeached former president learns the indictment against him, and, as expected, enters a plea of not guilty to charges related to his role in a hush-money payment to the adult film star Stormy Daniels, made days before the 2016 election.

“There’s a lot of mystery here because we’re doing something that’s never been done before,” Joe Tacopina, a Trump lawyer, told ABC’s Good Morning America on Tuesday.

After the arraignment, Trump plans to return to Mar-a-Lago, his Florida estate, where his campaign has scheduled a primetime news event with hundreds of high-profile supporters and possibly some of his most loyal allies on Capitol Hill.

Follow the link in our bio for live updates on Trump’s arrest.",2023-04-04 21:42:47
"US journalist Evan Gershkovich has been arrested in Russia and accused of spying while working for the Wall Street Journal - a charge with a maximum prison sentence of 20 years.

The 31-year-old is an experienced and well-respected Russia reporter, and
his friends and family have called the allegations against him “ridiculous”.

The Wall Street Journal has vehemently denied the espionage charge, in a statement the newspaper said: ""[We] seek the immediate release of our trusted and dedicated reporter, Evan Gershkovich. We stand in solidarity with Evan and his family.""

Gershkovich is the first reporter for a US news outlet to be arrested on espionage charges in Russia since the cold war and many observers have accused Moscow of engaging in “hostage-taking"". (This is arresting a high-profile reporter who could be used as leverage in a potential prisoner swap.)

We spoke to The Guardian's Russian affairs reporter Pjotr Sauer (@pjotrsauer)- he knows Evan Gershkovich very well and wants to share his story.

#Russia #EvanGershkovich #Gershkovich",2023-04-04 18:51:53
"""Sleep is one of the most powerful things you can do for your body.""

Many of us are hoping for a happier, healthier life in 2023. We may already be trying lifestyle changes, but, regardless of your specific goal, it is hard to achieve anything when you haven't had enough sleep.

On the flip side, everything seems more possible when you are well rested. Sleep boosts the immune system, regulates mood and metabolism, and can make you more productive, patient or creative.

In his book, The Seven-Day Sleep Prescription, psychologist Aric Prather claims that, while we are built for sleep, many of us still struggle to overcome insomnia; “Sleep is one of the most powerful things you can do for your body. It’s just critical to make that a priority. Life is hard, there is always stress, sleep is disrupted, but there are things we can do.”

A professor of psychiatry and behavioural sciences at the University of California, San Francisco, Prather practises cognitive behavioural therapy for the treatment of insomnia (CBTI).

Swipe through to read his eight tips on how to ""unlock your best rest” and tap the link in bio for Prather's full 'prescription’.

#sleep #insomnia #sleeping #healthandwellbeing #healthylifestyle #lifestyle #wellness #immunesystem #rest #relaxation",2023-04-03 19:03:24
"Do you agree? 💩

It can often seem like everyone has some form of stomach problem at the moment. We are constantly bombarded with nutrition information online, and with #guttok gaining over 860m views on TikTok, we decided to speak with some experts to share their wisdom.

From bowels to bacteria and brain power, swipe to read gastro specialists' insights in bite-size form.

And tap the link in bio to read @elle_hunt's full piece.

#nutrition #guthealth #health #wellness #diet #food #wellbeing",2023-04-02 15:00:09
"Did 'Balenciaga Pope' fool you?

These images of Pope Francis in a big white coat were seen by millions of social media users - and many believed it was a real image.

But it was created by Pablo Xavier, a 31-year-old construction worker, who generated the image using artificial intelligence.

As technology advances, AI images have become easier to create and harder to spot.

In this video, technology reporter Chris Stokel-Walker (@cstokelwalker) gives three tips to help spot AI-generated images.

#AI #Pope #Balenciaga #Midjourney",2023-04-01 14:01:14
"The owner of the Guardian, the Scott Trust, has issued an apology for the role the newspaper’s founders had in transatlantic slavery and announced a decade-long programme of restorative justice. 

“The Scott Trust is deeply sorry for the role John Edward Taylor and his backers played in the slavery economy. We recognise that apologising and sharing these facts transparently is only the first step in addressing the Guardian’s historical links to transatlantic slavery, which was a crime against humanity,"" said Ole Jacob Sunde, chair of the Scott Trust which owns the Guardian.

“In response to the findings, the Scott Trust is committing to fund a restorative justice programme over the next decade, which will be designed and carried out in consultation with descendant communities in the US, Jamaica, the UK and elsewhere, centred on long-term initiatives and meaningful impact.

“These are significant new facts about the Guardian’s origin story, and they must therefore inform our purpose as we move forward, pushing us to do more to reflect the society we aspire to, alongside the radical history of Peterloo which originally inspired our values and our mission.”

The Scott Trust said it expected to invest more than £10m (US$12.3m, A$18.4m), with millions dedicated specifically to descendant communities linked to the Guardian’s 19th-century founders.

Swipe for the six key areas of our restorative justice programme, and follow the link in bio to read more about the Scott Trust's response to the review into the Guardian’s historical connections with transatlantic slavery.

#Guardian #TheGuardian #ScottTrust #TransatlanticSlavery #CottonCapital #Manchester #research #history #RestorativeJustice",2023-03-31 18:37:36
"Why exactly has Donald Trump been indicted - and does this mean he can’t run for president again?

Donald Trump will be the first former US president to face criminal charges after a grand jury in New York voted to indict him over a hush money payment to an adult film star.

Watch @guardianaustralia social media reporter Matilda Boseley explain what it means for Trump 2024.

Find out the latest on this story, as well as how Trump could react, by clicking the link in bio.

#uspolitics #trumpindictment #donaldtrump #usnews #worldnews #stormydaniels",2023-03-31 13:41:04
"Donald Trump has been indicted in New York, over a hush money payment made to the adult film star Stormy Daniels during the 2016 election, the New York Times reported on Thursday. The paper cited four people with knowledge of the matter.

No former US president has ever been criminally indicted. The news is set to shake the race for the Republican presidential nomination in 2024, in which Trump leads most polls.

Trump also faces legal jeopardy over his election subversion and incitement of the January 6 attack on Congress; his attempts to overturn the 2020 result in Georgia; his retention of classified records; his business dealings; and a defamation suit arising from an allegation of rape by the writer E Jean Carroll, which Trump denies.

Daniels claims an affair with Trump in 2006. Trump denies the affair but has admitted directing his then lawyer and fixer, Michael Cohen, to pay Daniels $130,000 for her silence.

Cohen was also revealed to have arranged for $150,000 to be paid to Karen McDougal, a Playboy model who claimed to have an affair with Trump.

That payment was made by David Pecker, the publisher of the National Enquirer tabloid newspaper, which squashed the story.

Trump has admitted reimbursing Cohen with payments the Trump Organization logged as legal expenses.

Follow the link in bio to read our latest coverage.",2023-03-30 23:59:00
"These names are a fragment of the whole picture.

Attempting to trace all the human beings enslaved and forced to work on the sugar and cotton plantations that lined the pockets of the Manchester Guardian’s founders is complex, and building a full picture of their lives is near impossible.

As Dr Cassandra Gooptar, who conducted this research, writes: “The historically whitewashed narrative of Britain’s legacy of slavery and colonialism tended to treat the enslaved as a distant, abstract construct or statistic in a distant land.”

The effort to tell a different story – in an attempt to restore dignity and humanity – involves relying on sources that were not compiled with dignity in mind, such as lists of “confiscated property” or “contraband” after the US civil war, or newspaper ads placed to find “runaways” with crude descriptions of ethnicity, age or characteristics, as well as bills of sales. The ages are often written as approximate, and the names may not have been of their own choosing.

This is in memory of them.

Follow the link in bio to read our series Cotton Capital, the investigation into the historical links between the journalist who founded the Manchester Guardian in 1821, John Edward Taylor, and his financial backers – and transatlantic slavery. 

The ages shown here are at the time that the source documents were recorded. The full list of source documents can also be found via the link in our bio.

#Guardian #TheGuardian #ScottTrust #TransatlanticSlavery #CottonCapital #Manchester #research #history #RestorativeJustice",2023-03-30 17:50:29
"Angel Pittman had a dream to become a mobile hair stylist, working out of school buses in North Carolina. But it was crushed before it even began due to a racist attack.

After her buses were vandalized and covered in racist graffiti, Pittman moved back to her parents’ home in Charlotte, fearful for her life.

She is now raising funds to help recoup her losses and to buy unrestricted land in Charlotte.

A recent Guardian report on what happened to Pittman has now led to the Rowan county police re-examining the case. The Rowan county sheriff’s office has reached out to her family “to see if we could further assist them”.

Follow the link in the bio for the full story.
Photographs: @alyceebyrd",2023-03-29 14:41:28
"“Funny, brave, fearless, kind”

Tributes have been pouring in for Paul O’Grady, the beloved TV host and comedian, who has died at the age of 67.

His partner Andre Portasio confirmed in a statement that O’Grady died “unexpectedly but peacefully” on Tuesday evening.

Portasio said: “He will be greatly missed by his loved ones, friends, family, animals and all those who enjoyed his humour, wit and compassion.

“I know that he would want me to thank you for all the love you have shown him over the years.”

O’Grady was best known for hosting Bafta-winning talkshow The Paul O’Grady Show, Blankety Blank, the reboot of Blind Date, and also for his drag queen persona Lily Savage, which saw him first break on to comedy the scene.

Tributes poured in early on Wednesday. “Such sad news,” TV presenter Lorraine Kelly wrote on Twitter. “Paul O’Grady - funny, fearless, brave, kind and wise ... I always think dogs are the best judge of character and they ADORED him.”

LGBTQ+ rights campaigner Peter Tatchell remembered O’Grady as “one of the loveliest people you could ever meet ...""

A well-known animal lover who kept dogs, pigs, bats, ferrets and more at his farm in Kent, O’Grady also presented the award-winning show For The Love Of Dogs. He won an RSPCA Animal Hero award for his “outstanding contribution to animal welfare”.

Throughout his career he was famously outspoken about the neglect of care workers, austerity and the Tory party: he made headlines when he said he wanted to see David Cameron and George Osborne’s “heads on spikes on Tower Bridge” over austerity cuts, and revealed that he quit his talkshow because celebrities were so dull they were like “relatives you felt obliged to visit”.

O’Grady wrote a four-volume memoir and in 2008 he was awarded an MBE for his services to entertainment. When described as a national treasure in an interview with the Observer in 2017, he responded: “Oh, what a terrible phrase. That wasn’t planned.”

Photograph Linda Nylind​ for the Guardian​",2023-03-29 08:46:24
"“We have to recognise that this knowledge should change us, should change any organisation that confronts or is willing to confront its history.”

In 2020, the Guardian’s owner, the Scott Trust, commissioned independent academic researchers to investigate historical connections our newspaper may have had with transatlantic slavery. Today, we have published the findings, as well as an apology and proposals for a programme of restorative justice.

The review has revealed that John Edward Taylor, the journalist and cotton merchant who founded the Manchester Guardian in 1821, and the other businessmen who funded its creation, had links to slavery, principally through the textile industry.

Researchers have been able to identify the names of more than 300 human beings enslaved and forced to work on the sugar and cotton plantations connected to the founders of the Guardian. 

The Scott Trust has said it expected to invest more than £10m, with millions dedicated specifically to descendant communities linked to the Guardian’s 19th-century founders.

Cotton Capital is the accompanying editorial project that explores what was uncovered during the research as well as interrogating how transatlantic slavery shaped Manchester, Britain and the rest of the world. It will be an ongoing project.

Here historian and broadcaster Prof David Olusoga, who sits on the Scott Trust board, examines why work to uncover our buried history is so significant.

To read the list of names uncovered by researchers in full, as well as more about the Guardian’s response to this review and a full essay on how the ‘trick of history’ has obscured our understanding of the links between slavery and Britain’s Industrial Revolution, please tap the link in bio.",2023-03-28 17:16:34
"‘How is this still happening?’

This is what Asheby Beasley, who said she and her son survived a mass shooting last summer, told reporters after three children and three adults were killed at a Christian elementary school in Nashville on Monday. Police said they believe the 28-year-old shooter, who was armed with two ‘assault-style’ weapons and a handgun, was a former student at the Covenant school.

Beasley, from Illinois, was visiting her sister-in-law in Nashville at the time of Monday’s attack. She stood in front of the cameras at the end of a police press conference to reveal she and her son had survived a mass shooting at Highland Park in July where a gunman opened fire on a 4 July parade, killing seven people.

She said she has been lobbying for tougher gun legislation ever since.

‘We all have to make our lawmakers make change now, or this is going to keep happening and it’s going to be your kid and your kid and your kid next,’ said Beasley.

Read our latest report by clicking the link in bio.

#usnews #news #nashville #Tennessee",2023-03-28 14:12:32
"Israel’s embattled prime minister, Benjamin Netanyahu, is facing pressure to announce a halt to his far-right government’s proposals to overhaul the judiciary after 12 weeks of escalating political crisis.

Hospitals, universities, and the country’s largest trade union announced a general strike on Monday morning, while Tel Aviv’s airport, Israel’s main international gateway, began cancelling flights. Local municipalities, nurseries, civil servants and tech workers have also joined the action.

The strikes come after a dramatic night of protests sparked by Netanyahu’s decision to sack his defence minister for opposing the judicial plans, and builds on significant pushback from the military, Israel’s vital hi-tech sector, and allies in the US.

Israeli media outlets, citing sources in Netanyahu’s Likud party, reported on Monday morning that in a televised address the prime minister was expected to announce a freeze to the bitterly contested legislation, which would limit the powers of the country’s supreme court.

While members of the Likud, as well as ultra-Orthodox coalition partners, appeared to have finally caved to the months of public pressure, the extremist security minister, Itamar Ben-Gvir, warned in a tweet that the prime minister must not “surrender to anarchy”.

If the judicial overhaul is paused or scrapped and the government collapses, the country could once again be headed for elections.

Read our full story - and follow the latest updates - via the link in bio.",2023-03-27 14:03:03
"“The community has been destroyed ... and now we’ve got to put the pieces back together again.""

This is what Eldridge Walker, the mayor of the small Mississippi town of Rolling Fork, told ABC News on Sunday morning after the area was hit by a devastating tornado.

Weather service meteorologists estimated that the tornado was on the ground for more than one hour and traveled at least 170 miles, a distance that they described as “very, very rare”.

Joe Biden declared a federal emergency for swathes of the US’s deep south after catastrophic storms reduced entire neighbourhoods to rubble.

Twenty-five people were killed and dozens injured in Mississippi and another man died in the neighboring state of Alabama.

The fatalities were the most for a tornado in Mississippi in more than five decades as the twister hit hardest in some of the most economically deprived areas of America’s poorest state.

Stories of the victims are beginning to emerge. In Carroll county, fatalities included three members of the same family living in a mobile home park near the community of Summerfield. Danny Munford, 51, his wife, Helen Munford, 54, and their son JaDarrion Murphy, 14, died after winds picked up their mobile home and tore it apart, the local paper reports.

To read our latest report click the link in bio.

#news #usnews #mississippi #tornado",2023-03-27 13:30:34
